close,ema20,ema50,rsi14,trend,bos,future_return,target
76790.59,77395.31617016961,77430.23594664046,34.59438618136899,DOWNTREND,BOS_DOWN,-1270.5899999999965,0
76950.68,77337.72320158203,77405.15179187024,25.9933803726299,DOWNTREND,BOS_DOWN,-1505.979999999996,0
76750.0,77300.86194428851,77387.32936865964,30.166423325611774,DOWNTREND,NO_BOS,-1261.820000000007,0
76537.47,77248.3989019753,77362.33606008477,23.12048519771149,DOWNTREND,NO_BOS,-691.6499999999942,0
75860.44,77180.69138750147,77329.98837145399,22.10550479317692,DOWNTREND,BOS_DOWN,123.00999999999476,1
75984.47,77054.95316012039,77272.35902355383,17.616623583217006,DOWNTREND,BOS_DOWN,1303.1100000000006,1
75978.83,76953.00238296608,77221.85357164976,22.037047113418552,DOWNTREND,NO_BOS,826.1600000000035,1
75737.52,76860.22406077883,77173.10754923213,22.12052761554729,DOWNTREND,NO_BOS,846.929999999993,1
75539.5,76753.29986451418,77116.80999828184,21.28490235973331,DOWNTREND,BOS_DOWN,1212.5099999999948,1
75352.64,76637.69987741759,77054.95470423157,18.683273390854254,DOWNTREND,BOS_DOWN,1482.520000000004,1
75489.84,76515.31322242544,76988.19726484995,17.388786067134248,DOWNTREND,BOS_DOWN,1400.199999999997,1
75572.07,76417.64910600397,76929.43815642447,17.944902925461363,DOWNTREND,NO_BOS,1257.929999999993,1
75635.22,76337.11776257501,76876.20803264313,17.32080688954423,DOWNTREND,NO_BOS,1114.7799999999988,1
75539.77,76270.2703566155,76827.54183528457,20.66921667121602,DOWNTREND,NO_BOS,1246.729999999996,1
75482.68,76200.69889408069,76777.0409789989,24.28829699489293,DOWNTREND,NO_BOS,1339.550000000003,1
75398.33,76132.31614226347,76726.28172492053,23.21294714722825,DOWNTREND,NO_BOS,1589.25,1
74609.36,76062.41270014315,76674.20518668836,17.18866911568891,DOWNTREND,NO_BOS,2190.6300000000047,1
74684.3,75924.02672870095,76593.23086564176,13.765378183123119,DOWNTREND,BOS_DOWN,2146.3899999999994,1
74656.91,75805.95751644371,76518.37083169504,17.098857708955535,DOWNTREND,NO_BOS,2363.6199999999953,1
74705.0,75696.52441963955,76445.372367707,22.225760743643434,DOWNTREND,NO_BOS,2485.7400000000052,1
74789.99,75602.09352253102,76377.12247093418,19.400771993935024,DOWNTREND,NO_BOS,2530.0699999999924,1
74753.93,75524.75032990902,76314.88198187794,22.607878195793816,DOWNTREND,NO_BOS,2364.800000000003,1
75213.9,75451.33886991767,76253.66817866705,24.96958962535436,DOWNTREND,NO_BOS,1588.3300000000017,1
75537.72,75428.72564421123,76212.89295597422,42.68886354042226,DOWNTREND,NO_BOS,927.4400000000023,1
75520.0,75439.10605904825,76186.41558515171,53.91504844100351,DOWNTREND,BOS_UP,851.5899999999965,1
75444.7,75446.81024390079,76160.28164063596,50.671948382957176,DOWNTREND,NO_BOS,1227.0,1
75488.18,75446.60926829118,76132.219615513,47.15347585695175,DOWNTREND,NO_BOS,1205.1600000000035,1
75845.82,75450.56838559678,76106.96316000268,46.684734084288415,DOWNTREND,NO_BOS,819.9099999999889,1
75983.45,75488.21139649233,76096.72225176728,56.17083566886168,UPTREND,BOS_UP,789.8899999999994,1
77287.58,75535.37697777878,76092.28020267838,59.77932704513055,UPTREND,BOS_UP,-619.1800000000076,0
76804.99,75702.25345608556,76139.15470453413,74.9892199474619,UPTREND,BOS_UP,-653.8500000000058,0
76584.45,75807.27598407741,76165.26589259162,81.60316660669285,UPTREND,BOS_UP,219.54000000000815,1
76752.01,75881.29255702242,76181.70448503901,76.24987912194146,UPTREND,NO_BOS,312.95000000001164,1
76835.16,75964.21802778218,76204.06940719433,77.86392943780021,UPTREND,NO_BOS,317.84999999999127,1
76890.04,76047.16488227912,76228.8180578926,78.0684555339455,UPTREND,NO_BOS,55.23000000001048,1
76830.0,76127.43870301444,76254.7483301321,77.89303673558258,UPTREND,NO_BOS,278.7700000000041,1
76750.0,76194.34930272735,76277.30721914653,77.39999208119417,UPTREND,NO_BOS,276.66999999999825,1
